id,headline,source_type,topic,sentiment_score,evidence_count,contradiction_score,editorial_flag,leak_indicator,propaganda_pattern_score,source_reliability,truth_probability
774,Frontline Report: Actor Faces Allegations,foreign_press,celebrity,-0.23,0,0.67,False,False,0.75,0.0,0.21
775,Frontline Statement Raises Concerns,independent,politics,-0.1,0,0.57,True,True,0.42,0.3,0.48
776,Directive Memo Exposes Policy Rift,foreign_press,politics,-0.84,2,0.87,True,False,0.94,0.0,0.13
777,Emergency Audit Reveals Missing Funds,state_media,economy,-0.66,4,0.89,True,True,0.56,0.19,0.52
778,Emergency Surge in Cases Raises Alarm,state_media,health,0.75,0,0.71,True,False,0.76,0.0,0.19
779,Emergency Demonstrations Under Review,foreign_press,protest,-0.21,1,0.77,True,False,0.66,0.01,0.3
780,Emergency March Footage Removed Online,independent,protest,-0.68,0,0.59,False,False,0.94,0.0,0.11
781,Emergency Surge in Cases Raises Alarm,anonymous_tip,health,-1.0,3,0.72,False,False,0.91,0.0,0.28
782,Emergency Surge in Cases Raises Alarm,independent,health,0.48,1,0.58,False,False,0.85,0.0,0.24
783,Patriotic Surge in Cases Raises Alarm,anonymous_tip,health,-0.76,1,0.45,False,True,0.5,0.33,0.54
784,Emergency Statement Raises Concerns,foreign_press,politics,-0.59,0,0.86,True,False,0.53,0.04,0.28
785,Directive Footage Questions Official Claims,anonymous_tip,military,-0.52,3,0.71,True,False,0.83,0.0,0.34
786,Patriotic Audit Reveals Missing Funds,independent,economy,-0.89,0,0.88,True,True,0.87,0.0,0.04
787,Official Report: Vaccine Data Discrepancies,state_media,health,-0.36,4,0.88,True,False,0.59,0.17,0.5
788,Official Report: Inflation Data Withheld,state_media,economy,-1.0,3,0.59,True,False,0.4,0.45,0.68
789,Frontline Footage Questions Official Claims,independent,military,-0.55,2,0.95,True,False,0.47,0.15,0.42
790,Patriotic Memo Exposes Policy Rift,independent,politics,-0.4,1,0.94,True,False,0.61,0.0,0.26
791,Emergency March Footage Removed Online,independent,protest,-0.68,0,0.86,True,False,0.62,0.0,0.22
792,Directive Report: Inflation Data Withheld,foreign_press,economy,0.02,2,0.79,True,True,0.55,0.16,0.43
793,Directive March Footage Removed Online,anonymous_tip,protest,-0.08,2,0.89,True,False,0.75,0.0,0.25
794,Patriotic Demonstrations Under Review,foreign_press,protest,-0.31,4,0.69,False,False,0.73,0.13,0.48
795,Emergency Report: Inflation Data Withheld,foreign_press,economy,-0.63,0,0.66,True,False,0.66,0.01,0.28
796,Official Interview Sparks Debate,independent,celebrity,0.01,1,0.65,True,False,0.82,0.0,0.23
797,Emergency Report: Inflation Data Withheld,foreign_press,economy,-0.75,2,0.75,True,False,0.59,0.14,0.42
798,Frontline Interview Sparks Debate,foreign_press,celebrity,-1.0,3,0.8,True,False,0.8,0.0,0.32
799,Frontline Memo Exposes Policy Rift,independent,politics,-0.86,0,0.54,True,False,0.85,0.0,0.19
800,Directive Footage Questions Official Claims,state_media,military,-0.97,0,0.68,True,False,0.77,0.0,0.18
801,Patriotic Briefing: Border Operations Escalate,foreign_press,military,-0.52,1,0.51,True,False,0.7,0.1,0.38
802,Emergency Footage Questions Official Claims,state_media,military,-0.69,1,0.9,True,False,0.91,0.0,0.07
803,Directive Memo Exposes Policy Rift,foreign_press,politics,-0.2,0,0.86,True,True,0.81,0.0,0.09
804,Frontline Memo Exposes Policy Rift,state_media,politics,-0.96,0,0.82,True,True,0.92,0.0,0.03
805,Emergency Statement Raises Concerns,state_media,politics,0.01,3,0.97,True,False,0.79,0.0,0.26
806,Official Footage Questions Official Claims,anonymous_tip,military,-0.38,0,0.83,False,False,0.63,0.0,0.23
807,Official Interview Sparks Debate,independent,celebrity,-0.18,1,0.67,True,False,0.72,0.0,0.3
808,Frontline Memo Exposes Policy Rift,independent,politics,0.19,1,0.78,False,False,0.86,0.0,0.15
809,Patriotic Report: Actor Faces Allegations,independent,celebrity,0.2,5,0.82,True,False,0.88,0.0,0.39
810,Patriotic Statement Raises Concerns,anonymous_tip,politics,-0.11,0,0.69,True,True,0.86,0.0,0.13
811,Official Report: Inflation Data Withheld,foreign_press,economy,0.0,2,0.81,False,False,0.96,0.0,0.14
812,Official Briefing: Border Operations Escalate,anonymous_tip,military,-0.26,0,0.62,True,False,0.87,0.0,0.14
813,Patriotic Interview Sparks Debate,independent,celebrity,-0.36,4,0.78,True,False,0.83,0.0,0.37
814,Official March Footage Removed Online,state_media,protest,-1.0,0,0.7,True,False,0.95,0.0,0.06
815,Patriotic Surge in Cases Raises Alarm,independent,health,-0.64,0,0.88,True,True,0.44,0.12,0.34
816,Official Report: Actor Faces Allegations,foreign_press,celebrity,-1.0,0,0.89,False,False,0.74,0.0,0.12
817,Patriotic Footage Questions Official Claims,independent,military,-0.23,0,0.48,True,False,0.75,0.01,0.28
818,Emergency Statement Raises Concerns,foreign_press,politics,-0.8,0,0.9,False,False,0.78,0.0,0.09
819,Patriotic Surge in Cases Raises Alarm,independent,health,-0.31,0,0.86,True,False,0.71,0.0,0.16
820,Directive Interview Sparks Debate,anonymous_tip,celebrity,-0.82,0,0.93,True,False,0.51,0.02,0.27
821,Frontline Statement Raises Concerns,independent,politics,-0.82,0,0.66,True,False,0.63,0.05,0.3
822,Emergency March Footage Removed Online,independent,protest,-0.84,2,0.35,True,False,0.47,0.46,0.66
823,Directive March Footage Removed Online,foreign_press,protest,-1.0,1,0.73,True,False,0.95,0.0,0.11
824,Emergency Report: Vaccine Data Discrepancies,independent,health,0.32,0,0.57,False,False,0.56,0.15,0.38
825,Frontline Briefing: Border Operations Escalate,state_media,military,-1.0,1,0.91,True,False,0.9,0.0,0.07
826,Emergency March Footage Removed Online,anonymous_tip,protest,-0.69,0,0.61,True,False,0.74,0.0,0.24
827,Official Report: Inflation Data Withheld,foreign_press,economy,-1.0,0,0.72,True,False,0.89,0.0,0.09
828,Frontline Memo Exposes Policy Rift,independent,politics,-0.28,0,0.78,False,False,0.72,0.0,0.19
829,Frontline Interview Sparks Debate,state_media,celebrity,-1.0,0,0.88,True,False,0.89,0.0,0.02
830,Official Report: Actor Faces Allegations,foreign_press,celebrity,-0.62,0,0.75,True,False,0.63,0.0,0.26
831,Frontline Report: Vaccine Data Discrepancies,anonymous_tip,health,-0.37,2,0.72,False,False,0.57,0.17,0.45
832,Official Footage Questions Official Claims,anonymous_tip,military,-0.49,0,0.79,False,False,0.81,0.0,0.12
833,Official Demonstrations Under Review,state_media,protest,-0.5,0,0.66,True,False,0.81,0.0,0.17
834,Frontline Demonstrations Under Review,state_media,protest,-0.35,0,0.8,True,False,0.69,0.0,0.2
835,Directive Statement Raises Concerns,independent,politics,-0.18,0,0.72,True,False,0.82,0.0,0.14
836,Frontline Surge in Cases Raises Alarm,state_media,health,-0.91,2,0.84,True,False,0.63,0.05,0.35
837,Directive Interview Sparks Debate,independent,celebrity,-0.62,1,0.72,True,False,0.92,0.0,0.14
838,Emergency Surge in Cases Raises Alarm,independent,health,-0.65,3,0.73,True,False,0.65,0.13,0.45
839,Frontline March Footage Removed Online,foreign_press,protest,-0.82,1,0.9,False,False,0.68,0.0,0.23
840,Directive March Footage Removed Online,independent,protest,-1.0,1,0.62,True,False,0.43,0.32,0.52
841,Official Footage Questions Official Claims,anonymous_tip,military,-1.0,2,0.84,True,False,0.54,0.14,0.42
842,Emergency Demonstrations Under Review,state_media,protest,-0.16,1,0.69,True,False,0.75,0.0,0.27
843,Emergency Briefing: Border Operations Escalate,independent,military,-0.2,0,0.89,True,False,0.6,0.0,0.23
844,Emergency Interview Sparks Debate,state_media,celebrity,-0.66,2,0.92,True,False,0.65,0.0,0.31
845,Official March Footage Removed Online,independent,protest,-0.28,0,0.93,True,False,0.33,0.2,0.39
846,Frontline Demonstrations Under Review,independent,protest,-0.44,0,0.55,True,False,0.6,0.13,0.37
847,Directive Audit Reveals Missing Funds,state_media,economy,0.26,0,0.93,True,False,0.92,0.0,0.0
848,Frontline Interview Sparks Debate,state_media,celebrity,-0.6,0,0.76,False,False,0.88,0.0,0.08
849,Official Interview Sparks Debate,independent,celebrity,-0.91,0,0.67,True,False,0.9,0.0,0.1
850,Directive Report: Actor Faces Allegations,foreign_press,celebrity,-0.69,0,0.51,True,False,0.61,0.14,0.37
851,Frontline Footage Questions Official Claims,independent,military,-0.19,1,0.8,True,False,0.78,0.0,0.2
852,Frontline Demonstrations Under Review,state_media,protest,-0.68,1,0.93,True,False,0.91,0.0,0.06
853,Official Statement Raises Concerns,foreign_press,politics,-0.44,0,0.59,True,False,0.85,0.0,0.17
854,Patriotic Briefing: Border Operations Escalate,state_media,military,0.04,2,0.2,True,False,0.91,0.09,0.42
855,Patriotic Report: Inflation Data Withheld,independent,economy,-0.32,3,0.7,True,False,0.59,0.21,0.51
856,Directive Memo Exposes Policy Rift,state_media,politics,-0.61,0,0.57,True,False,0.8,0.0,0.21
857,Emergency Interview Sparks Debate,anonymous_tip,celebrity,-0.81,2,0.76,True,False,0.52,0.2,0.47
858,Emergency March Footage Removed Online,state_media,protest,-0.76,0,0.7,True,False,0.5,0.15,0.37
859,Patriotic Demonstrations Under Review,independent,protest,-0.87,0,0.45,True,False,0.87,0.0,0.21
860,Official Report: Vaccine Data Discrepancies,foreign_press,health,-0.37,2,0.83,True,False,0.34,0.35,0.57
861,Patriotic Surge in Cases Raises Alarm,state_media,health,-0.37,0,0.6,True,False,0.61,0.09,0.33
862,Frontline Interview Sparks Debate,foreign_press,celebrity,-0.46,3,0.54,True,True,0.74,0.14,0.47
863,Patriotic Interview Sparks Debate,foreign_press,celebrity,-0.79,0,0.77,True,False,0.71,0.0,0.2
864,Official March Footage Removed Online,anonymous_tip,protest,-0.96,1,0.52,True,False,0.46,0.33,0.53
865,Patriotic March Footage Removed Online,state_media,protest,-0.63,4,0.83,True,True,0.75,0.04,0.41
866,Frontline Interview Sparks Debate,anonymous_tip,celebrity,-0.12,2,0.79,True,True,0.83,0.0,0.24
867,Frontline Report: Vaccine Data Discrepancies,foreign_press,health,-0.72,1,0.79,False,True,0.88,0.0,0.14
868,Directive Report: Inflation Data Withheld,state_media,economy,-1.0,2,0.63,False,False,0.79,0.0,0.33
869,Official Memo Exposes Policy Rift,independent,politics,-0.75,0,0.44,True,False,0.58,0.21,0.42
870,Patriotic Memo Exposes Policy Rift,foreign_press,politics,-0.71,2,0.52,True,False,0.84,0.0,0.34
871,Directive Footage Questions Official Claims,foreign_press,military,-0.92,2,0.8,True,False,0.38,0.32,0.55
872,Official Interview Sparks Debate,foreign_press,celebrity,-0.04,3,0.75,False,False,0.56,0.22,0.51
873,Patriotic Memo Exposes Policy Rift,independent,politics,-0.96,0,0.61,True,False,0.93,0.0,0.1
874,Patriotic Surge in Cases Raises Alarm,anonymous_tip,health,-0.86,0,0.57,True,False,0.93,0.0,0.12
875,Directive Statement Raises Concerns,independent,politics,-0.63,2,0.9,True,False,0.62,0.03,0.34
876,Directive Report: Inflation Data Withheld,independent,economy,-0.39,4,0.58,True,True,0.48,0.43,0.7
877,Patriotic Statement Raises Concerns,foreign_press,politics,-0.75,0,0.66,True,False,0.56,0.11,0.35
878,Official Memo Exposes Policy Rift,independent,politics,-0.31,0,0.91,True,False,0.89,0.0,0.02
879,Frontline Footage Questions Official Claims,independent,military,-0.56,2,0.8,True,False,0.77,0.0,0.27
880,Emergency Briefing: Border Operations Escalate,anonymous_tip,military,-0.8,0,0.48,True,False,0.51,0.25,0.45
881,Directive Statement Raises Concerns,state_media,politics,-0.2,0,0.75,True,True,0.46,0.16,0.37
882,Official March Footage Removed Online,independent,protest,-0.12,0,0.7,True,False,0.53,0.13,0.35
883,Frontline Interview Sparks Debate,anonymous_tip,celebrity,-0.47,0,0.79,True,False,0.59,0.01,0.27
884,Patriotic Memo Exposes Policy Rift,anonymous_tip,politics,-1.0,1,0.82,True,True,0.72,0.0,0.23
885,Emergency Interview Sparks Debate,anonymous_tip,celebrity,-0.4,0,0.94,True,True,0.69,0.0,0.14
886,Frontline Statement Raises Concerns,independent,politics,-0.69,0,0.82,True,True,0.87,0.0,0.06
887,Frontline Surge in Cases Raises Alarm,foreign_press,health,-1.0,3,0.47,False,False,0.59,0.32,0.6
888,Directive Report: Actor Faces Allegations,anonymous_tip,celebrity,-0.5,0,0.71,True,False,0.76,0.0,0.18
889,Official Demonstrations Under Review,state_media,protest,-0.92,3,0.5,True,False,0.83,0.07,0.42
890,Frontline Demonstrations Under Review,anonymous_tip,protest,0.19,0,0.53,False,True,0.87,0.0,0.18
891,Emergency Statement Raises Concerns,foreign_press,politics,-0.08,1,0.28,True,False,0.89,0.02,0.33
892,Directive Memo Exposes Policy Rift,anonymous_tip,politics,-0.05,0,0.66,True,False,0.88,0.0,0.12
893,Patriotic Report: Inflation Data Withheld,anonymous_tip,economy,-1.0,5,0.59,True,False,0.83,0.12,0.51
894,Frontline Report: Inflation Data Withheld,anonymous_tip,economy,-0.09,1,0.74,True,True,0.94,0.0,0.11
895,Patriotic Report: Inflation Data Withheld,state_media,economy,0.26,1,0.6,True,False,0.68,0.07,0.35
896,Official Interview Sparks Debate,state_media,celebrity,-0.16,0,0.97,True,False,0.57,0.0,0.21
897,Patriotic Surge in Cases Raises Alarm,independent,health,0.17,0,0.82,True,False,0.75,0.0,0.15
898,Official March Footage Removed Online,independent,protest,-0.04,4,0.92,True,True,0.55,0.19,0.51
899,Emergency Briefing: Border Operations Escalate,foreign_press,military,-0.57,0,0.96,True,False,0.82,0.0,0.04
900,Emergency Report: Actor Faces Allegations,independent,celebrity,-0.37,0,0.81,False,True,0.8,0.0,0.11
901,Official Audit Reveals Missing Funds,anonymous_tip,economy,-0.86,2,0.85,False,False,0.6,0.08,0.37
902,Frontline Statement Raises Concerns,independent,politics,-0.35,0,0.74,True,False,0.44,0.19,0.4
903,Directive Report: Actor Faces Allegations,state_media,celebrity,-0.58,2,0.54,True,False,0.75,0.09,0.4
904,Official Report: Actor Faces Allegations,independent,celebrity,-1.0,0,0.74,True,False,0.85,0.0,0.11
905,Official Interview Sparks Debate,foreign_press,celebrity,-0.14,0,0.78,True,True,0.65,0.0,0.23
906,Directive Memo Exposes Policy Rift,independent,politics,-1.0,0,0.89,True,False,0.88,0.0,0.03
907,Emergency Audit Reveals Missing Funds,foreign_press,economy,-0.38,0,0.63,False,True,0.73,0.0,0.24
908,Directive Briefing: Border Operations Escalate,anonymous_tip,military,-0.51,0,0.91,False,False,0.77,0.0,0.09
909,Emergency Footage Questions Official Claims,anonymous_tip,military,-0.44,1,0.72,True,False,0.81,0.0,0.21
910,Directive Demonstrations Under Review,anonymous_tip,protest,-1.0,4,0.9,True,False,0.88,0.0,0.29
911,Emergency Interview Sparks Debate,state_media,celebrity,-0.75,2,0.44,True,False,0.84,0.04,0.37
912,Directive March Footage Removed Online,foreign_press,protest,-1.0,0,0.76,True,False,0.84,0.0,0.1
913,Frontline Memo Exposes Policy Rift,anonymous_tip,politics,0.12,0,0.67,True,False,0.62,0.05,0.3
914,Official Demonstrations Under Review,independent,protest,-0.51,3,0.83,True,False,0.42,0.31,0.57
915,Patriotic Interview Sparks Debate,anonymous_tip,celebrity,-0.89,4,0.57,True,True,0.51,0.4,0.68
916,Patriotic Report: Inflation Data Withheld,state_media,economy,-0.68,0,0.74,True,False,0.65,0.0,0.25
917,Official Surge in Cases Raises Alarm,independent,health,-0.27,3,0.91,True,False,0.85,0.0,0.24
918,Emergency Footage Questions Official Claims,foreign_press,military,-0.42,0,0.59,True,True,0.87,0.0,0.16
919,Emergency Audit Reveals Missing Funds,state_media,economy,-1.0,4,0.74,False,False,0.88,0.0,0.35
920,Frontline Audit Reveals Missing Funds,state_media,economy,-1.0,1,0.65,True,False,0.94,0.0,0.15
921,Directive Audit Reveals Missing Funds,anonymous_tip,economy,-0.8,1,0.82,False,True,0.9,0.0,0.11
922,Directive March Footage Removed Online,foreign_press,protest,-0.22,1,0.99,True,True,0.67,0.0,0.2
923,Official Footage Questions Official Claims,state_media,military,-1.0,1,0.73,False,False,0.98,0.0,0.09
924,Directive Report: Inflation Data Withheld,independent,economy,-0.33,3,0.88,True,False,0.87,0.0,0.24
925,Official Footage Questions Official Claims,foreign_press,military,-0.58,1,0.89,True,False,0.78,0.0,0.16
926,Patriotic Statement Raises Concerns,foreign_press,politics,-0.08,0,0.34,True,False,0.93,0.0,0.21
927,Patriotic Memo Exposes Policy Rift,state_media,politics,0.2,3,0.67,True,True,0.72,0.09,0.42
928,Patriotic Report: Inflation Data Withheld,state_media,economy,-0.89,2,0.77,True,False,0.65,0.06,0.37
929,Emergency Briefing: Border Operations Escalate,anonymous_tip,military,-0.42,0,0.88,True,False,0.48,0.08,0.31
930,Frontline Report: Actor Faces Allegations,independent,celebrity,-0.04,0,0.5,True,True,0.42,0.33,0.5
931,Directive Report: Actor Faces Allegations,foreign_press,celebrity,-0.81,0,0.83,False,False,0.9,0.0,0.04
932,Emergency Briefing: Border Operations Escalate,anonymous_tip,military,-0.27,0,0.92,False,True,0.72,0.0,0.12
933,Patriotic Demonstrations Under Review,foreign_press,protest,-0.18,4,0.57,True,False,0.65,0.26,0.58
934,Official Footage Questions Official Claims,foreign_press,military,-0.53,3,0.56,True,False,0.94,0.0,0.32
935,Directive Memo Exposes Policy Rift,independent,politics,-1.0,2,0.76,True,True,0.85,0.0,0.23
936,Emergency Memo Exposes Policy Rift,foreign_press,politics,-0.3,1,0.8,True,False,0.59,0.06,0.33
937,Directive Statement Raises Concerns,state_media,politics,-0.54,0,0.9,True,False,0.45,0.1,0.32
938,Official Report: Actor Faces Allegations,independent,celebrity,0.2,2,0.69,True,False,0.79,0.0,0.3
939,Directive Audit Reveals Missing Funds,state_media,economy,-0.06,2,0.77,True,False,0.68,0.04,0.35
940,Directive Demonstrations Under Review,foreign_press,protest,-0.56,0,0.83,True,False,0.71,0.0,0.17
941,Frontline Report: Inflation Data Withheld,independent,economy,-1.0,0,0.79,True,False,0.96,0.0,0.02
942,Frontline Audit Reveals Missing Funds,foreign_press,economy,-0.45,2,0.92,True,False,0.77,0.0,0.23
943,Emergency Statement Raises Concerns,independent,politics,-0.15,2,0.83,True,False,0.64,0.04,0.35
944,Emergency Audit Reveals Missing Funds,independent,economy,-0.11,0,0.5,True,False,0.79,0.0,0.25
945,Frontline Audit Reveals Missing Funds,state_media,economy,-0.65,4,0.54,True,True,0.52,0.41,0.68
946,Patriotic Memo Exposes Policy Rift,foreign_press,politics,-0.79,2,0.93,True,False,0.82,0.0,0.18
947,Emergency Audit Reveals Missing Funds,state_media,economy,-0.23,0,0.55,True,False,0.78,0.0,0.23
948,Patriotic Audit Reveals Missing Funds,anonymous_tip,economy,-0.71,2,0.68,True,False,0.69,0.07,0.38
949,Directive Audit Reveals Missing Funds,state_media,economy,-0.85,0,0.67,True,False,0.64,0.02,0.28
950,Official Audit Reveals Missing Funds,foreign_press,economy,-0.61,1,0.74,True,False,0.85,0.0,0.18
951,Frontline Report: Actor Faces Allegations,anonymous_tip,celebrity,-0.93,1,0.92,True,True,0.54,0.06,0.32
952,Directive Footage Questions Official Claims,anonymous_tip,military,-0.72,0,0.77,True,True,0.54,0.07,0.31
953,Patriotic Briefing: Border Operations Escalate,anonymous_tip,military,-0.33,0,0.68,True,True,0.92,0.0,0.08
954,Frontline March Footage Removed Online,state_media,protest,-0.56,0,0.74,True,False,0.74,0.0,0.19
955,Emergency Audit Reveals Missing Funds,anonymous_tip,economy,-0.31,3,0.87,True,False,0.81,0.0,0.29
956,Emergency Demonstrations Under Review,foreign_press,protest,-0.31,0,0.88,False,False,0.53,0.03,0.28
957,Patriotic March Footage Removed Online,state_media,protest,0.2,1,0.78,True,False,0.62,0.04,0.32
958,Official Interview Sparks Debate,foreign_press,celebrity,-0.95,5,0.74,False,False,0.69,0.19,0.55
959,Directive Interview Sparks Debate,foreign_press,celebrity,-0.89,1,0.82,False,False,0.69,0.0,0.26
960,Frontline Report: Vaccine Data Discrepancies,foreign_press,health,-0.59,1,0.65,True,False,0.38,0.34,0.54
961,Frontline Surge in Cases Raises Alarm,independent,health,-0.94,0,0.5,True,False,0.61,0.14,0.38
962,Patriotic Report: Inflation Data Withheld,independent,economy,-0.65,1,0.87,True,False,0.4,0.21,0.44
963,Frontline Interview Sparks Debate,state_media,celebrity,0.24,0,0.54,True,True,0.72,0.01,0.28
964,Frontline Statement Raises Concerns,state_media,politics,-0.98,1,0.88,True,False,0.63,0.0,0.28
965,Frontline March Footage Removed Online,independent,protest,-0.56,0,0.6,True,False,0.46,0.24,0.44
966,Directive Footage Questions Official Claims,independent,military,0.1,4,0.56,True,False,0.53,0.39,0.67
967,Directive Surge in Cases Raises Alarm,independent,health,-0.59,2,0.69,True,False,0.88,0.0,0.24
968,Official Interview Sparks Debate,state_media,celebrity,-0.75,2,0.85,True,False,0.51,0.16,0.43
969,Emergency Surge in Cases Raises Alarm,state_media,health,-0.46,1,0.75,True,False,0.73,0.0,0.25
970,Patriotic March Footage Removed Online,state_media,protest,-1.0,3,0.68,True,False,0.99,0.0,0.24
971,Directive Surge in Cases Raises Alarm,state_media,health,-0.44,0,0.94,True,False,0.63,0.0,0.19
972,Official March Footage Removed Online,state_media,protest,0.14,3,0.7,False,False,0.58,0.21,0.51
973,Emergency Audit Reveals Missing Funds,anonymous_tip,economy,-0.97,3,0.6,True,False,0.67,0.17,0.49
974,Emergency Footage Questions Official Claims,independent,military,-1.0,0,0.58,True,False,0.9,0.0,0.14
975,Emergency Report: Actor Faces Allegations,anonymous_tip,celebrity,-1.0,0,0.74,True,False,0.72,0.0,0.2
976,Emergency Footage Questions Official Claims,anonymous_tip,military,-0.32,0,0.54,True,False,0.87,0.0,0.18
977,Official Memo Exposes Policy Rift,foreign_press,politics,0.32,4,0.87,True,False,0.48,0.28,0.58
978,Patriotic March Footage Removed Online,independent,protest,0.05,0,0.65,True,False,0.83,0.0,0.16
979,Official Surge in Cases Raises Alarm,independent,health,-0.01,1,0.82,True,False,0.54,0.1,0.36
980,Frontline Interview Sparks Debate,independent,celebrity,-0.9,0,0.74,True,False,0.8,0.0,0.15
981,Patriotic Report: Inflation Data Withheld,independent,economy,0.24,2,0.85,True,False,0.76,0.0,0.26
982,Official Demonstrations Under Review,foreign_press,protest,-0.53,3,0.76,True,False,0.78,0.0,0.35
983,Directive Memo Exposes Policy Rift,anonymous_tip,politics,-0.27,2,0.57,True,False,0.66,0.15,0.44
984,Frontline Report: Inflation Data Withheld,anonymous_tip,economy,-0.74,2,0.76,True,True,0.93,0.0,0.18
985,Directive Briefing: Border Operations Escalate,anonymous_tip,military,-0.71,1,0.76,True,False,0.78,0.0,0.22
986,Emergency Interview Sparks Debate,foreign_press,celebrity,0.06,3,0.7,False,False,0.82,0.0,0.35
987,Directive Footage Questions Official Claims,foreign_press,military,-0.39,1,0.61,False,False,0.86,0.0,0.22
988,Patriotic Audit Reveals Missing Funds,independent,economy,0.0,0,0.71,True,False,0.66,0.0,0.25
989,Official Report: Vaccine Data Discrepancies,independent,health,-0.57,0,0.46,True,True,0.49,0.29,0.48
990,Frontline Interview Sparks Debate,anonymous_tip,celebrity,-0.25,1,0.88,True,True,0.43,0.17,0.41
991,Directive Memo Exposes Policy Rift,foreign_press,politics,-0.69,0,0.48,True,True,0.46,0.3,0.48
992,Official Report: Actor Faces Allegations,independent,celebrity,-0.15,2,0.5,False,False,0.61,0.24,0.5
993,Directive Demonstrations Under Review,independent,protest,-0.39,0,0.53,True,False,0.65,0.08,0.33
994,Official Interview Sparks Debate,independent,celebrity,-0.75,0,0.55,True,False,0.75,0.0,0.26
995,Emergency Footage Questions Official Claims,anonymous_tip,military,-0.99,0,0.68,True,False,0.41,0.25,0.44
996,Frontline Statement Raises Concerns,state_media,politics,-1.0,1,0.74,True,True,0.75,0.0,0.25
997,Frontline Report: Actor Faces Allegations,foreign_press,celebrity,-0.94,0,0.97,False,False,0.92,0.0,0.0
998,Frontline Report: Inflation Data Withheld,independent,economy,-0.23,0,0.35,True,False,0.89,0.0,0.24
999,Frontline Statement Raises Concerns,anonymous_tip,politics,-1.0,1,0.78,True,False,0.74,0.0,0.24
1000,Emergency Interview Sparks Debate,state_media,celebrity,-0.34,4,0.93,True,False,0.87,0.0,0.29
